1, 25, 25, 312, 175, 169
2, 25, 25, 312, 165, 144
3, 25, 25, 312, 160, 162
4, 25, 25, 312, 164, 171
5, 25, 25, 312, 174, 153
6, 25, 25, 312, 171, 157
7, 25, 25, 311, 163, 170
8, 25, 25, 311, 169, 156
9, 25, 25, 311, 158, 161
10, 25, 25, 311, 165, 167
11, 25, 25, 311, 161, 158
12, 25, 25, 311, 160, 166
13, 25, 25, 311, 170, 155
14, 25, 25, 311, 161, 161
15, 25, 25, 311, 154, 163
16, 25, 25, 311, 169, 160
17, 25, 25, 310, 172, 166
18, 25, 25, 310, 157, 162
19, 25, 25, 310, 171, 161
20, 25, 25, 310, 163, 168
21, 25, 25, 310, 162, 158
22, 25, 25, 310, 158, 171
23, 25, 25, 310, 166, 166
24, 25, 25, 310, 174, 168
25, 25, 25, 310, 160, 156
26, 25, 25, 310, 171, 160
27, 25, 25, 310, 160, 159
28, 25, 25, 309, 158, 162
29, 25, 25, 309, 161, 166
30, 25, 25, 309, 162, 150
31, 25, 25, 309, 163, 161
32, 25, 25, 309, 161, 170
33, 25, 25, 309, 156, 169
34, 25, 25, 309, 152, 171
35, 25, 25, 309, 163, 156
36, 25, 25, 309, 163, 169
37, 25, 25, 309, 159, 161
38, 25, 25, 309, 159, 159
39, 25, 25, 308, 167, 168
40, 25, 25, 308, 165, 174
41, 25, 25, 308, 156, 162
42, 25, 25, 308, 161, 154
43, 25, 25, 308, 156, 169
44, 25, 25, 308, 169, 168
45, 25, 25, 308, 168, 166
46, 25, 25, 308, 165, 159
47, 25, 25, 308, 166, 166
48, 25, 25, 308, 158, 158
49, 25, 25, 307, 158, 153
50, 25, 25, 307, 155, 153
51, 25, 25, 307, 165, 156
52, 25, 25, 307, 162, 158
53, 25, 25, 307, 161, 158
54, 25, 25, 307, 164, 166
55, 25, 25, 307, 154, 168
56, 25, 25, 307, 163, 162
57, 25, 25, 307, 158, 160
58, 25, 25, 307, 164, 162
59, 25, 25, 307, 167, 176
60, 25, 25, 306, 164, 160
61, 25, 25, 306, 166, 174
62, 25, 25, 306, 154, 164
63, 25, 25, 306, 159, 162
64, 25, 25, 306, 155, 169
65, 25, 25, 306, 155, 155
66, 25, 25, 306, 152, 160
67, 25, 25, 306, 172, 160
68, 25, 25, 306, 164, 163
69, 25, 25, 306, 170, 156
70, 25, 25, 306, 159, 167
71, 25, 25, 305, 153, 168
72, 25, 25, 305, 163, 152
73, 25, 25, 305, 172, 154
74, 25, 25, 305, 158, 162
75, 25, 25, 305, 168, 176
76, 25, 25, 305, 160, 164
77, 25, 25, 305, 154, 159
78, 25, 25, 305, 165, 166
79, 25, 25, 305, 165, 154
80, 25, 25, 305, 159, 153
81, 25, 25, 304, 152, 166
82, 25, 25, 304, 169, 165
