1, 25, 25, 256, 152, 145
2, 25, 25, 256, 154, 145
3, 25, 25, 257, 153, 144
4, 25, 25, 261, 149, 152
5, 25, 25, 257, 151, 146
6, 25, 25, 259, 151, 150
7, 25, 25, 257, 153, 144
8, 25, 25, 260, 153, 145
9, 25, 25, 259, 152, 146
10, 25, 25, 257, 150, 147
11, 25, 25, 259, 152, 149
12, 25, 25, 259, 151, 148
13, 25, 25, 258, 153, 143
14, 25, 25, 261, 155, 147
15, 25, 25, 261, 152, 147
16, 25, 25, 255, 151, 145
17, 25, 25, 261, 154, 148
18, 25, 25, 261, 153, 145
19, 25, 25, 260, 153, 149
20, 25, 25, 257, 152, 148
21, 25, 25, 263, 154, 150
22, 25, 25, 259, 150, 149
23, 25, 25, 261, 157, 147
24, 25, 25, 261, 152, 145
25, 25, 25, 257, 154, 144
26, 25, 25, 259, 152, 147
27, 25, 25, 257, 149, 143
28, 25, 25, 260, 152, 146
29, 25, 25, 259, 153, 144
30, 25, 25, 259, 152, 145
31, 25, 25, 259, 153, 144
32, 25, 25, 263, 155, 148
33, 25, 25, 259, 149, 145
34, 25, 25, 259, 152, 146
35, 25, 25, 259, 153, 147
36, 25, 25, 257, 154, 148
37, 25, 25, 261, 151, 147
38, 25, 25, 259, 151, 144
39, 25, 25, 261, 153, 148
40, 25, 25, 261, 151, 147
41, 25, 25, 261, 151, 145
42, 25, 25, 259, 153, 147
43, 25, 25, 265, 156, 151
44, 25, 25, 257, 152, 143
45, 25, 25, 263, 153, 146
46, 25, 25, 258, 152, 147
47, 25, 25, 270, 152, 155
48, 25, 25, 257, 154, 144
49, 25, 25, 261, 153, 147
50, 25, 25, 255, 153, 142
51, 25, 25, 261, 153, 146
52, 25, 25, 270, 149, 156
53, 25, 25, 258, 154, 146
54, 25, 25, 257, 151, 146
55, 25, 25, 261, 156, 143
56, 25, 25, 260, 154, 148
57, 25, 25, 270, 152, 156
58, 25, 25, 261, 153, 148
59, 25, 25, 259, 156, 143
60, 25, 25, 261, 154, 148
61, 25, 25, 265, 154, 149
62, 25, 25, 259, 155, 146
63, 25, 25, 257, 154, 146
64, 25, 25, 261, 151, 143
65, 25, 25, 261, 151, 144
66, 25, 25, 262, 154, 147
67, 25, 25, 259, 151, 145
68, 25, 25, 263, 155, 151
69, 25, 25, 263, 151, 152
70, 25, 25, 265, 153, 148
71, 25, 25, 259, 153, 145
72, 25, 25, 261, 150, 147
73, 25, 25, 272, 152, 159
74, 25, 25, 272, 152, 155
75, 25, 25, 263, 154, 145
76, 25, 25, 260, 152, 145
77, 25, 25, 259, 152, 145
78, 25, 25, 261, 153, 146
79, 25, 25, 261, 155, 151
80, 25, 25, 261, 151, 148
81, 25, 25, 261, 154, 145
82, 25, 25, 263, 153, 148
83, 25, 25, 270, 151, 156
84, 25, 25, 261, 149, 144
85, 25, 25, 263, 155, 148
86, 25, 25, 259, 155, 147
87, 25, 25, 259, 153, 144
88, 25, 25, 268, 148, 154
89, 25, 25, 260, 154, 146
90, 25, 25, 261, 152, 147
91, 25, 25, 259, 154, 148
92, 25, 25, 269, 150, 158
93, 25, 25, 261, 151, 150
94, 25, 25, 257, 155, 144
95, 25, 25, 261, 154, 147
96, 25, 25, 268, 151, 153
97, 25, 25, 258, 154, 144
98, 25, 25, 259, 152, 148
99, 25, 25, 257, 153, 146
100, 25, 25, 265, 153, 151
101, 25, 25, 255, 152, 150
102, 25, 25, 255, 155, 146
103, 25, 25, 256, 150, 159
104, 25, 25, 256, 151, 157
105, 25, 25, 256, 155, 166
106, 25, 25, 257, 150, 158
107, 25, 25, 257, 156, 154
108, 25, 25, 257, 149, 161
109, 25, 25, 258, 149, 158
110, 25, 25, 258, 160, 155
111, 25, 25, 258, 163, 145
